sentence,label
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
Delivery is due in the second half of 2011 .,neutral
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
"` Sanoma is a buyer not a target , ' he said .",neutral
Device volume in the area decreased by 21 % to 2.7 mn units .,negative
Olvi has posted a strong set of figures for the first six months of this year .,positive
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",neutral
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral
"In the Baltic countries , sales fell by 42.6 % .",negative
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative
The original contract was signed last summer .,neutral
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral
The company is presently examining whether the project would be financially feasible .,neutral
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral
"The Company serves approximately 3,000 customers in over 100 countries .",neutral
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral
"Previously , the company anticipated its operating profit to improve over the same period .",positive
The value of the contract is in total USD12m .,neutral
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral
Marimekko is considering further measures in the matter .,neutral
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
